timestamp,frame,time,person_id,category,centroid_x,centroid_y,bbox_x1,bbox_y1,bbox_x2,bbox_y2
2025-09-16 04:03:41,20,3.72,100001,STAFF,995,536,858,430,1133,642
2025-09-16 04:03:41,20,3.72,100002,STAFF,1159,235,1079,154,1239,317
2025-09-16 04:03:41,20,3.72,100003,STAFF,1007,499,861,360,1153,639
2025-09-16 04:03:41,21,3.76,100000,STAFF,194,427,75,305,314,550
2025-09-16 04:03:41,21,3.76,100001,STAFF,995,536,858,431,1133,642
2025-09-16 04:03:41,21,3.76,100002,STAFF,1159,236,1079,154,1239,318
2025-09-16 04:03:41,21,3.76,100003,STAFF,1009,504,861,370,1157,639
2025-09-16 04:03:41,22,3.80,100000,STAFF,194,427,75,305,314,549
2025-09-16 04:03:41,22,3.80,100001,STAFF,995,536,858,430,1133,642
2025-09-16 04:03:41,22,3.80,100002,STAFF,1159,234,1079,154,1240,315
2025-09-16 04:03:41,22,3.80,100003,STAFF,1010,499,861,360,1159,639
2025-09-16 04:03:41,23,3.84,100000,STAFF,194,427,75,305,314,549
2025-09-16 04:03:41,23,3.84,100001,STAFF,996,536,858,430,1134,642
2025-09-16 04:03:41,23,3.84,100002,STAFF,1159,234,1079,154,1239,315
2025-09-16 04:03:41,23,3.84,100003,STAFF,1009,502,861,365,1158,639
2025-09-16 04:03:41,24,3.88,100000,STAFF,195,426,76,305,315,548
2025-09-16 04:03:41,24,3.88,100001,STAFF,996,536,858,431,1134,642
2025-09-16 04:03:41,24,3.88,100002,STAFF,1159,234,1079,154,1239,315
2025-09-16 04:03:41,24,3.88,100003,STAFF,1011,505,861,371,1161,639
2025-09-16 04:03:41,25,3.92,100000,STAFF,195,425,77,305,314,546
2025-09-16 04:03:41,25,3.92,100001,STAFF,995,536,858,431,1133,642
2025-09-16 04:03:41,25,3.92,100002,STAFF,1159,235,1079,154,1239,317
2025-09-16 04:03:41,25,3.92,100003,STAFF,1057,343,868,211,1246,475
2025-09-16 04:03:41,26,3.97,100000,STAFF,195,425,77,305,314,545
2025-09-16 04:03:41,26,3.97,100001,STAFF,995,536,858,431,1133,642
2025-09-16 04:03:41,26,3.97,100002,STAFF,1160,235,1080,154,1240,316
2025-09-16 04:03:41,26,3.97,100003,STAFF,1057,344,869,214,1245,475
2025-09-16 04:03:41,27,4.03,100000,STAFF,195,425,77,305,314,545
2025-09-16 04:03:41,27,4.03,100001,STAFF,995,536,858,431,1133,642
2025-09-16 04:03:41,27,4.03,100002,STAFF,1159,236,1079,154,1240,318
2025-09-16 04:03:41,27,4.03,100003,STAFF,1056,346,868,218,1245,475
2025-09-16 04:03:41,28,4.07,100000,STAFF,195,425,77,305,314,545
2025-09-16 04:03:41,28,4.07,100001,STAFF,995,536,858,431,1133,642
2025-09-16 04:03:41,28,4.07,100002,STAFF,1056,344,868,213,1245,476
2025-09-16 04:03:41,28,4.07,100003,STAFF,1159,236,1079,154,1240,319
2025-09-16 04:03:41,29,4.12,100000,STAFF,195,425,77,305,314,545
2025-09-16 04:03:41,29,4.12,100001,STAFF,995,536,858,431,1133,642
2025-09-16 04:03:41,29,4.12,100002,STAFF,1056,339,868,204,1245,475
2025-09-16 04:03:41,29,4.12,100003,STAFF,1160,236,1079,154,1241,318
2025-09-16 04:03:42,30,4.17,100000,STAFF,195,425,77,304,313,547
2025-09-16 04:03:42,30,4.17,100001,STAFF,992,536,860,432,1125,640
2025-09-16 04:03:42,30,4.17,100002,STAFF,1056,340,868,206,1244,474
2025-09-16 04:03:42,31,4.22,100000,STAFF,195,425,77,303,314,547
2025-09-16 04:03:42,31,4.22,100001,STAFF,992,536,860,432,1125,640
2025-09-16 04:03:42,31,4.22,100002,STAFF,1057,338,869,202,1245,474
2025-09-16 04:03:42,32,4.27,100000,STAFF,196,426,78,305,315,547
2025-09-16 04:03:42,32,4.27,100001,STAFF,992,536,860,433,1124,640
2025-09-16 04:03:42,32,4.27,100002,STAFF,1057,332,869,190,1246,475
2025-09-16 04:03:42,33,4.31,100000,STAFF,196,426,78,305,315,547
2025-09-16 04:03:42,33,4.31,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,33,4.31,100002,STAFF,1058,340,869,205,1247,476
2025-09-16 04:03:42,34,4.36,100000,STAFF,196,426,77,305,315,548
2025-09-16 04:03:42,34,4.36,100001,STAFF,992,537,860,434,1125,640
2025-09-16 04:03:42,34,4.36,100002,STAFF,1058,344,869,212,1247,477
2025-09-16 04:03:42,35,4.39,100000,STAFF,196,426,77,305,315,548
2025-09-16 04:03:42,35,4.39,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,35,4.39,100002,STAFF,1057,351,869,225,1246,477
2025-09-16 04:03:42,36,4.43,100000,STAFF,196,426,77,305,315,548
2025-09-16 04:03:42,36,4.43,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,36,4.43,100002,STAFF,1058,352,870,228,1246,477
2025-09-16 04:03:42,37,4.47,100000,STAFF,196,426,77,305,315,548
2025-09-16 04:03:42,37,4.47,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,37,4.47,100002,STAFF,1058,345,870,215,1246,475
2025-09-16 04:03:42,38,4.52,100000,STAFF,195,426,77,305,314,548
2025-09-16 04:03:42,38,4.52,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,38,4.52,100002,STAFF,1058,343,870,210,1246,476
2025-09-16 04:03:42,39,4.57,100000,STAFF,196,431,78,314,315,549
2025-09-16 04:03:42,39,4.57,100001,STAFF,993,537,860,435,1126,640
2025-09-16 04:03:42,39,4.57,100002,STAFF,1056,329,870,183,1242,476
2025-09-16 04:03:42,40,4.61,100000,STAFF,196,430,77,312,315,549
2025-09-16 04:03:42,40,4.61,100001,STAFF,992,538,860,436,1125,640
2025-09-16 04:03:42,40,4.61,100002,STAFF,520,232,394,131,646,333
2025-09-16 04:03:42,40,4.61,100003,STAFF,1055,347,870,216,1240,478
2025-09-16 04:03:42,41,4.66,100000,STAFF,195,430,77,311,314,549
2025-09-16 04:03:42,41,4.66,100001,STAFF,992,537,860,435,1125,640
2025-09-16 04:03:42,41,4.66,100002,STAFF,521,234,398,134,644,335
2025-09-16 04:03:42,41,4.66,100003,STAFF,1056,348,870,218,1242,478
2025-09-16 04:03:42,42,4.71,100000,STAFF,195,430,77,311,314,550
2025-09-16 04:03:42,42,4.71,100001,STAFF,992,537,860,435,1124,640
2025-09-16 04:03:42,42,4.71,100002,STAFF,520,234,397,134,644,335
2025-09-16 04:03:42,43,4.75,100000,STAFF,196,430,78,312,315,549
2025-09-16 04:03:42,43,4.75,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,43,4.75,100002,STAFF,1054,350,869,230,1240,471
2025-09-16 04:03:42,43,4.75,100003,STAFF,1148,248,1058,152,1238,344
2025-09-16 04:03:42,44,4.79,100000,STAFF,196,431,78,312,315,550
2025-09-16 04:03:42,44,4.79,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:42,44,4.79,100002,STAFF,1054,349,869,227,1239,472
2025-09-16 04:03:42,44,4.79,100003,STAFF,1146,250,1056,152,1237,348
2025-09-16 04:03:42,45,4.82,100000,STAFF,196,431,78,313,315,550
2025-09-16 04:03:42,45,4.82,100001,STAFF,993,536,860,433,1126,640
2025-09-16 04:03:42,45,4.82,100002,STAFF,1053,350,869,228,1238,473
2025-09-16 04:03:42,45,4.82,100003,STAFF,1147,249,1057,152,1237,346
2025-09-16 04:03:42,46,4.86,100000,STAFF,196,431,77,312,315,550
2025-09-16 04:03:42,46,4.86,100001,STAFF,992,536,860,432,1125,640
2025-09-16 04:03:42,46,4.86,100002,STAFF,1054,337,869,202,1239,473
2025-09-16 04:03:42,47,4.91,100000,STAFF,196,431,77,312,315,550
2025-09-16 04:03:42,47,4.91,100001,STAFF,992,536,860,433,1125,640
2025-09-16 04:03:42,47,4.91,100002,STAFF,1054,334,869,195,1239,474
2025-09-16 04:03:42,48,4.95,100000,STAFF,196,431,78,313,315,549
2025-09-16 04:03:42,48,4.95,100001,STAFF,992,536,860,433,1125,640
2025-09-16 04:03:42,48,4.95,100002,STAFF,1055,334,869,195,1241,473
2025-09-16 04:03:42,49,5.00,100000,STAFF,196,430,77,311,316,550
2025-09-16 04:03:42,49,5.00,100001,STAFF,992,536,860,433,1125,640
2025-09-16 04:03:42,49,5.00,100002,STAFF,1055,339,869,206,1241,472
2025-09-16 04:03:42,50,5.04,100000,STAFF,198,432,79,315,317,549
2025-09-16 04:03:42,50,5.04,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:42,50,5.04,100002,STAFF,1055,343,869,214,1241,472
2025-09-16 04:03:42,51,5.08,100000,STAFF,992,536,860,433,1124,640
2025-09-16 04:03:42,51,5.08,100001,STAFF,197,429,78,311,317,548
2025-09-16 04:03:42,51,5.08,100002,STAFF,1054,343,869,214,1240,473
2025-09-16 04:03:42,52,5.12,100000,STAFF,992,536,860,433,1124,640
2025-09-16 04:03:42,52,5.12,100001,STAFF,198,434,79,319,318,550
2025-09-16 04:03:42,52,5.12,100002,STAFF,1054,347,869,222,1240,473
2025-09-16 04:03:42,53,5.16,100000,STAFF,992,537,860,434,1124,640
2025-09-16 04:03:42,53,5.16,100001,STAFF,198,435,79,321,317,550
2025-09-16 04:03:42,53,5.16,100002,STAFF,1055,353,869,233,1241,473
2025-09-16 04:03:42,53,5.16,100003,STAFF,1157,239,1076,153,1238,326
2025-09-16 04:03:43,54,5.20,100000,STAFF,992,537,860,434,1124,640
2025-09-16 04:03:43,54,5.20,100001,STAFF,198,437,79,324,317,550
2025-09-16 04:03:43,54,5.20,100002,STAFF,1055,350,869,228,1241,473
2025-09-16 04:03:43,54,5.20,100003,STAFF,1157,239,1077,153,1238,326
2025-09-16 04:03:43,55,5.25,100000,STAFF,197,431,79,313,315,549
2025-09-16 04:03:43,55,5.25,100001,STAFF,992,537,860,434,1124,640
2025-09-16 04:03:43,55,5.25,100002,STAFF,1054,352,869,231,1240,474
2025-09-16 04:03:43,55,5.25,100003,STAFF,1157,238,1077,153,1237,324
2025-09-16 04:03:43,56,5.29,100000,STAFF,197,431,79,313,315,549
2025-09-16 04:03:43,56,5.29,100001,STAFF,991,537,860,434,1123,640
2025-09-16 04:03:43,56,5.29,100002,STAFF,1055,353,869,232,1241,475
2025-09-16 04:03:43,56,5.29,100003,STAFF,1156,238,1075,153,1237,324
2025-09-16 04:03:43,57,5.33,100000,STAFF,197,431,79,313,315,549
2025-09-16 04:03:43,57,5.33,100001,STAFF,991,537,860,434,1122,640
2025-09-16 04:03:43,57,5.33,100002,STAFF,1055,356,869,236,1241,477
2025-09-16 04:03:43,57,5.33,100003,STAFF,1156,238,1076,153,1236,324
2025-09-16 04:03:43,58,5.37,100000,STAFF,991,537,860,434,1123,640
2025-09-16 04:03:43,58,5.37,100001,STAFF,197,431,79,314,316,549
2025-09-16 04:03:43,58,5.37,100002,STAFF,1055,355,869,235,1241,476
2025-09-16 04:03:43,58,5.37,100003,STAFF,1155,239,1075,153,1235,326
2025-09-16 04:03:43,59,5.41,100000,STAFF,992,537,860,434,1124,640
2025-09-16 04:03:43,59,5.41,100001,STAFF,198,431,80,314,316,549
2025-09-16 04:03:43,59,5.41,100002,STAFF,1055,353,869,231,1241,476
2025-09-16 04:03:43,59,5.41,100003,STAFF,1155,241,1075,153,1236,329
2025-09-16 04:03:43,60,5.45,100000,STAFF,197,431,79,314,316,549
2025-09-16 04:03:43,60,5.45,100001,STAFF,991,537,860,434,1123,640
2025-09-16 04:03:43,60,5.45,100002,STAFF,1155,241,1075,153,1236,330
2025-09-16 04:03:43,60,5.45,100003,STAFF,1055,355,869,235,1241,475
2025-09-16 04:03:43,61,5.48,100000,STAFF,196,429,78,311,315,548
2025-09-16 04:03:43,61,5.48,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:43,61,5.48,100002,STAFF,1155,240,1075,153,1235,328
2025-09-16 04:03:43,61,5.48,100003,STAFF,1054,355,869,236,1240,475
2025-09-16 04:03:43,62,5.52,100000,STAFF,196,433,79,318,313,548
2025-09-16 04:03:43,62,5.52,100001,STAFF,996,537,859,432,1133,642
2025-09-16 04:03:43,62,5.52,100002,STAFF,1155,240,1076,153,1235,327
2025-09-16 04:03:43,62,5.52,100003,STAFF,1055,353,869,231,1241,476
2025-09-16 04:03:43,63,5.56,100000,STAFF,197,434,79,316,316,553
2025-09-16 04:03:43,63,5.56,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:43,63,5.56,100002,STAFF,1153,241,1074,153,1233,329
2025-09-16 04:03:43,63,5.56,100003,STAFF,1054,357,869,240,1239,475
2025-09-16 04:03:43,64,5.60,100000,STAFF,197,434,79,316,316,553
2025-09-16 04:03:43,64,5.60,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,64,5.60,100002,STAFF,1153,241,1074,153,1233,330
2025-09-16 04:03:43,64,5.60,100003,STAFF,1054,357,870,240,1239,475
2025-09-16 04:03:43,65,5.63,100000,STAFF,197,434,79,316,316,553
2025-09-16 04:03:43,65,5.63,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,65,5.63,100002,STAFF,1153,240,1074,153,1233,328
2025-09-16 04:03:43,65,5.63,100003,STAFF,1054,358,870,241,1239,475
2025-09-16 04:03:43,65,5.63,100004,STAFF,1007,500,861,360,1153,640
2025-09-16 04:03:43,66,5.67,100000,STAFF,196,434,79,315,313,553
2025-09-16 04:03:43,66,5.67,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:43,66,5.67,100002,STAFF,1154,239,1075,153,1233,326
2025-09-16 04:03:43,66,5.67,100003,STAFF,1055,352,872,227,1239,478
2025-09-16 04:03:43,66,5.67,100004,STAFF,1008,502,861,364,1156,640
2025-09-16 04:03:43,67,5.71,100000,STAFF,196,434,79,314,313,554
2025-09-16 04:03:43,67,5.71,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:43,67,5.71,100002,STAFF,1153,239,1075,153,1232,326
2025-09-16 04:03:43,67,5.71,100003,STAFF,1053,354,870,233,1237,476
2025-09-16 04:03:43,67,5.71,100004,STAFF,1007,500,861,361,1154,640
2025-09-16 04:03:43,68,5.75,100000,STAFF,196,434,79,314,314,554
2025-09-16 04:03:43,68,5.75,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:43,68,5.75,100002,STAFF,1153,238,1075,153,1232,324
2025-09-16 04:03:43,68,5.75,100003,STAFF,1006,496,860,353,1153,639
2025-09-16 04:03:43,68,5.75,100004,STAFF,1053,355,870,235,1236,476
2025-09-16 04:03:43,69,5.78,100000,STAFF,196,434,79,314,314,554
2025-09-16 04:03:43,69,5.78,100001,STAFF,995,536,858,432,1133,641
2025-09-16 04:03:43,69,5.78,100002,STAFF,1153,238,1075,153,1232,324
2025-09-16 04:03:43,69,5.78,100003,STAFF,1053,357,869,239,1238,475
2025-09-16 04:03:43,69,5.78,100004,STAFF,1007,500,861,361,1153,640
2025-09-16 04:03:43,70,5.82,100000,STAFF,196,433,79,313,313,554
2025-09-16 04:03:43,70,5.82,100001,STAFF,996,537,859,432,1133,642
2025-09-16 04:03:43,70,5.82,100002,STAFF,1150,241,1068,153,1232,329
2025-09-16 04:03:43,70,5.82,100003,STAFF,1051,361,869,246,1234,477
2025-09-16 04:03:43,71,5.85,100000,STAFF,196,433,79,313,313,554
2025-09-16 04:03:43,71,5.85,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,71,5.85,100002,STAFF,1152,235,1075,154,1230,316
2025-09-16 04:03:43,71,5.85,100003,STAFF,1008,493,861,348,1156,639
2025-09-16 04:03:43,71,5.85,100004,STAFF,1050,351,869,229,1232,474
2025-09-16 04:03:43,72,5.89,100000,STAFF,196,433,79,313,313,554
2025-09-16 04:03:43,72,5.89,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,72,5.89,100002,STAFF,1151,234,1076,154,1227,314
2025-09-16 04:03:43,72,5.89,100003,STAFF,1008,492,861,346,1155,639
2025-09-16 04:03:43,73,5.92,100000,STAFF,196,433,79,313,314,554
2025-09-16 04:03:43,73,5.92,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,73,5.92,100002,STAFF,1152,234,1076,154,1229,314
2025-09-16 04:03:43,73,5.92,100003,STAFF,1006,495,861,351,1152,639
2025-09-16 04:03:43,74,5.96,100000,STAFF,196,433,79,313,313,554
2025-09-16 04:03:43,74,5.96,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,74,5.96,100002,STAFF,1152,234,1075,154,1229,315
2025-09-16 04:03:43,74,5.96,100003,STAFF,1006,494,861,350,1152,639
2025-09-16 04:03:43,75,5.99,100000,STAFF,196,433,79,313,314,553
2025-09-16 04:03:43,75,5.99,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,75,5.99,100002,STAFF,1153,233,1075,154,1232,312
2025-09-16 04:03:43,75,5.99,100003,STAFF,1007,490,861,341,1153,639
2025-09-16 04:03:43,76,6.02,100000,STAFF,196,433,79,313,314,553
2025-09-16 04:03:43,76,6.02,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,76,6.02,100002,STAFF,1152,234,1075,154,1230,315
2025-09-16 04:03:43,76,6.02,100003,STAFF,1006,493,861,347,1152,639
2025-09-16 04:03:43,77,6.05,100000,STAFF,196,433,79,313,314,553
2025-09-16 04:03:43,77,6.05,100001,STAFF,996,537,858,432,1134,642
2025-09-16 04:03:43,77,6.05,100002,STAFF,1008,488,860,338,1157,639
2025-09-16 04:03:43,78,6.08,100000,STAFF,197,433,79,314,315,553
2025-09-16 04:03:43,78,6.08,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,78,6.08,100002,STAFF,1007,495,860,351,1155,639
2025-09-16 04:03:43,78,6.08,100003,STAFF,1050,319,870,165,1230,473
2025-09-16 04:03:43,79,6.11,100000,STAFF,196,433,79,314,314,553
2025-09-16 04:03:43,79,6.11,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,79,6.11,100002,STAFF,1008,495,861,351,1155,639
2025-09-16 04:03:43,80,6.16,100000,STAFF,197,433,79,314,315,553
2025-09-16 04:03:43,80,6.16,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:43,80,6.16,100002,STAFF,1007,490,860,341,1155,639
2025-09-16 04:03:44,81,6.19,100000,STAFF,197,433,79,313,315,553
2025-09-16 04:03:44,81,6.19,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,81,6.19,100002,STAFF,1010,490,860,341,1160,639
2025-09-16 04:03:44,82,6.23,100000,STAFF,197,433,79,313,315,553
2025-09-16 04:03:44,82,6.23,100001,STAFF,996,537,858,432,1134,642
2025-09-16 04:03:44,82,6.23,100002,STAFF,1009,492,861,346,1158,639
2025-09-16 04:03:44,82,6.23,100003,STAFF,1049,316,869,160,1229,473
2025-09-16 04:03:44,83,6.27,100000,STAFF,196,433,79,314,314,553
2025-09-16 04:03:44,83,6.27,100001,STAFF,996,537,858,432,1134,642
2025-09-16 04:03:44,83,6.27,100002,STAFF,1008,488,861,338,1155,639
2025-09-16 04:03:44,83,6.27,100003,STAFF,1147,248,1063,151,1231,346
2025-09-16 04:03:44,84,6.31,100000,STAFF,196,433,79,314,314,553
2025-09-16 04:03:44,84,6.31,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,84,6.31,100002,STAFF,1008,491,861,343,1155,639
2025-09-16 04:03:44,84,6.31,100003,STAFF,1152,232,1075,153,1229,312
2025-09-16 04:03:44,85,6.35,100000,STAFF,196,433,79,314,314,553
2025-09-16 04:03:44,85,6.35,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,85,6.35,100002,STAFF,1147,248,1064,151,1231,346
2025-09-16 04:03:44,85,6.35,100003,STAFF,1008,489,861,340,1156,639
2025-09-16 04:03:44,86,6.39,100000,STAFF,197,433,79,313,315,553
2025-09-16 04:03:44,86,6.39,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,86,6.39,100002,STAFF,1146,246,1065,151,1228,342
2025-09-16 04:03:44,86,6.39,100003,STAFF,1006,502,861,366,1151,639
2025-09-16 04:03:44,86,6.39,100004,STAFF,1047,337,870,199,1225,475
2025-09-16 04:03:44,87,6.42,100000,STAFF,197,433,79,313,315,553
2025-09-16 04:03:44,87,6.42,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,87,6.42,100002,STAFF,1153,235,1077,152,1230,318
2025-09-16 04:03:44,87,6.42,100003,STAFF,1007,490,861,342,1154,639
2025-09-16 04:03:44,88,6.46,100000,STAFF,196,433,79,314,313,553
2025-09-16 04:03:44,88,6.46,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,88,6.46,100002,STAFF,1155,237,1076,152,1235,323
2025-09-16 04:03:44,88,6.46,100003,STAFF,1009,477,861,316,1158,638
2025-09-16 04:03:44,89,6.50,100000,STAFF,196,433,79,313,314,553
2025-09-16 04:03:44,89,6.50,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,89,6.50,100002,STAFF,1154,241,1071,152,1238,331
2025-09-16 04:03:44,89,6.50,100003,STAFF,1009,478,861,318,1158,638
2025-09-16 04:03:44,90,6.55,100000,STAFF,196,433,79,313,313,553
2025-09-16 04:03:44,90,6.55,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,90,6.55,100002,STAFF,1153,242,1070,152,1237,332
2025-09-16 04:03:44,90,6.55,100003,STAFF,1010,481,861,323,1159,639
2025-09-16 04:03:44,90,6.55,100004,STAFF,1013,406,868,327,1159,486
2025-09-16 04:03:44,91,6.58,100000,STAFF,196,433,79,313,313,553
2025-09-16 04:03:44,91,6.58,100001,STAFF,995,537,858,432,1133,642
2025-09-16 04:03:44,91,6.58,100002,STAFF,1153,242,1069,152,1237,332
2025-09-16 04:03:44,91,6.58,100003,STAFF,1009,482,861,325,1158,639
2025-09-16 04:03:44,91,6.58,100004,STAFF,1013,406,868,328,1159,484
2025-09-16 04:03:44,92,6.62,100000,STAFF,195,433,79,314,312,552
2025-09-16 04:03:44,92,6.62,100001,STAFF,1152,234,1073,154,1231,314
2025-09-16 04:03:44,92,6.62,100002,STAFF,996,537,858,432,1134,642
2025-09-16 04:03:44,92,6.62,100003,STAFF,1008,487,860,335,1156,639
2025-09-16 04:03:44,92,6.62,100004,STAFF,1053,332,869,189,1238,476
2025-09-16 04:03:44,93,6.65,100000,STAFF,196,433,79,314,313,553
2025-09-16 04:03:44,93,6.65,100001,STAFF,1153,233,1074,154,1232,313
2025-09-16 04:03:44,93,6.65,100002,STAFF,996,537,858,432,1134,642
2025-09-16 04:03:44,93,6.65,100003,STAFF,1007,486,860,334,1155,639
2025-09-16 04:03:44,94,6.68,100000,STAFF,196,433,79,314,313,553
2025-09-16 04:03:44,94,6.68,100001,STAFF,1152,233,1074,153,1230,314
2025-09-16 04:03:44,94,6.68,100002,STAFF,996,537,858,432,1134,642
2025-09-16 04:03:44,94,6.68,100003,STAFF,1008,488,860,337,1156,639
2025-09-16 04:03:44,94,6.68,100004,STAFF,1053,342,869,209,1238,475
2025-09-16 04:03:44,95,6.72,100000,STAFF,196,433,79,313,314,553
